Label,Probability_0,Probability_1
0,0.9962190517704844,0.003780948229515567
0,0.995074160946513,0.004925839053486927
0,0.9985804314684248,0.0014195685315752332
0,0.9926736853562487,0.007326314643751374
0,0.9992985203622499,0.0007014796377501904
0,0.6708235077117134,0.3291764922882866
0,0.9993258671748388,0.000674132825161126
0,0.9990191805658948,0.0009808194341052502
0,0.9957429765435734,0.004257023456426592
0,0.6728581839375942,0.3271418160624058
1,0.09587704181859047,0.9041229581814095
0,0.9992238622900089,0.000776137709991069
0,0.9995584026021891,0.0004415973978109345
0,0.9091252622543102,0.09087473774568981
0,0.999725614353121,0.0002743856468789536
0,0.8054660137025649,0.19453398629743507
0,0.9998791236042616,0.00012087639573838145
0,0.9985412628555684,0.0014587371444315209
1,0.12419318751140696,0.875806812488593
0,0.9997627566269985,0.00023724337300150261
0,0.9957872258384659,0.004212774161534109
0,0.9994758916727605,0.0005241083272395362
1,0.24270170484939046,0.7572982951506095
1,0.08659095542250683,0.9134090445774932
0,0.8650671445551184,0.13493285544488162
1,0.24222236338796077,0.7577776366120392
1,0.23892938769231176,0.7610706123076882
0,0.9987536750970831,0.001246324902916871
0,0.6343693121057005,0.36563068789429953
0,0.9994935923331687,0.0005064076668313194
0,0.9971856111760212,0.0028143888239787985
0,0.9951475716228756,0.0048524283771244296
0,0.9608168057637353,0.03918319423626467
0,0.9915780411214155,0.008421958878584497
0,0.9996279952299088,0.00037200477009127373
0,0.9989385731283714,0.00106142687162857
0,0.9996072117407182,0.00039278825928182705
0,0.584728077062364,0.4152719229376361
0,0.9995487779959921,0.00045122200400787865
0,0.592305087430776,0.4076949125692239
0,0.9979829472906399,0.002017052709360193
0,0.92976352581071,0.07023647418929002
0,0.9985553729578941,0.0014446270421059147
0,0.594507761205087,0.40549223879491303
0,0.9736701582916394,0.026329841708360627
0,0.9988065303654111,0.0011934696345888912
0,0.9836623883208759,0.01633761167912411
0,0.583347125288779,0.4166528747112211
0,0.9962675282013785,0.0037324717986214387
0,0.9979873509693943,0.002012649030605744
0,0.9699002364725839,0.03009976352741605
1,0.1608535939780128,0.8391464060219872
0,0.9955335590505676,0.004466440949432405
1,0.28607473792673443,0.7139252620732656
0,0.9997599492173688,0.00024005078263127831
0,0.9991509655923655,0.0008490344076344526
0,0.742554180136116,0.25744581986388404
0,0.9993663871436351,0.0006336128563648912
0,0.9994844669009313,0.0005155330990686651
0,0.9994260936801589,0.0005739063198410804
0,0.7595240264546165,0.24047597354538355
0,0.999534477058698,0.0004655229413019859
0,0.8670155516351977,0.13298444836480228
0,0.9903647203058114,0.009635279694188594
0,0.9987973810336344,0.0012026189663656103
0,0.5675096613119037,0.43249033868809633
0,0.7953327012237045,0.20466729877629553
0,0.8515558694043941,0.1484441305956059
1,0.37606966936822206,0.6239303306317779
0,0.999520080271887,0.00047991972811297983
0,0.9982327597072721,0.0017672402927278548
0,0.6833695994784155,0.31663040052158453
0,0.9995401682159955,0.0004598317840045955
0,0.8864082285160105,0.11359177148398945
0,0.9977225135004579,0.002277486499542075
1,0.15391836424137806,0.8460816357586219
0,0.9993689201262097,0.0006310798737902864
1,0.43280653599467156,0.5671934640053284
0,0.9153978093750788,0.08460219062492119
0,0.9994197894263623,0.0005802105736376921
0,0.9961308483177141,0.0038691516822858987
0,0.5794006038714019,0.42059939612859804
0,0.9941855661847108,0.005814433815289196
0,0.9996773527411366,0.00032264725886342854
0,0.9051919652093648,0.09480803479063515
0,0.6207513139821966,0.37924868601780337
0,0.9974293826644369,0.002570617335563105
0,0.9987650773728552,0.0012349226271447587
0,0.6388487906073682,0.3611512093926318
0,0.7005860730645757,0.2994139269354244
1,0.47950742718029726,0.5204925728197027
0,0.9996212454399105,0.0003787545600895156
0,0.8079858721045846,0.19201412789541536
0,0.9978130032036935,0.0021869967963065043
0,0.9978636053335381,0.002136394666461917
0,0.9904520637961314,0.009547936203868592
0,0.9997086694256625,0.0002913305743375177
0,0.9786087727099609,0.02139122729003906
0,0.999805796045259,0.0001942039547409999
0,0.9996305278547682,0.00036947214523175807
0,0.9992838372663002,0.0007161627336998221
0,0.9378770524440527,0.06212294755594723
0,0.899498442777777,0.10050155722222304
0,0.985670990970934,0.01432900902906599
0,0.9959744343722047,0.004025565627795332
0,0.9991278561337004,0.0008721438662996526
0,0.9987325737927079,0.0012674262072921636
0,0.707968716913109,0.292031283086891
0,0.9887335096732852,0.011266490326714803
0,0.5676692034347156,0.4323307965652844
0,0.9990368525021767,0.0009631474978233235
0,0.9993260680104008,0.000673931989599225
0,0.9984644495320776,0.0015355504679224257
0,0.764141188856683,0.23585881114331697
0,0.6744058487565576,0.3255941512434423
1,0.48359842374510464,0.5164015762548954
0,0.9989129748221848,0.001087025177815188
0,0.9995123308610636,0.0004876691389363476
0,0.997674867357884,0.002325132642115985
0,0.9964302375664446,0.003569762433555491
0,0.7618767714523714,0.2381232285476286
0,0.9969029710547197,0.0030970289452802824
0,0.9976375983471458,0.002362401652854217
0,0.6623648466309359,0.33763515336906413
0,0.9988551111076357,0.0011448888923642896
0,0.990648370803523,0.009351629196476977
0,0.9995372361259075,0.00046276387409244967
0,0.9084217280608475,0.09157827193915244
0,0.6633340386560524,0.33666596134394755
0,0.9995696548941465,0.0004303451058534634
0,0.9986681913823126,0.0013318086176874126
0,0.7281616837667216,0.27183831623327837
0,0.7431717405540859,0.25682825944591414
0,0.9997874658997765,0.00021253410022349306
0,0.9882346612448343,0.01176533875516574
0,0.9983331393012936,0.0016668606987063515
0,0.9984653531130945,0.001534646886905529
0,0.9571390073698639,0.04286099263013607
0,0.9994985802221331,0.0005014197778668849
0,0.5811095933674993,0.41889040663250066
0,0.8473485535743045,0.15265144642569548
0,0.9953960014431714,0.0046039985568286194
0,0.984692145990445,0.015307854009555012
0,0.999228135647926,0.0007718643520739978
0,0.9703717874161646,0.029628212583835408
1,0.44190560511010113,0.5580943948898989
0,0.9996439125415959,0.00035608745840414157
0,0.9992402665644454,0.0007597334355545217
0,0.9996960803288538,0.00030391967114618614
0,0.9961023369927717,0.003897663007228244
0,0.5185990221878136,0.48140097781218644
0,0.9964946958795516,0.003505304120448334
0,0.999691793508638,0.00030820649136193134
0,0.6326298202441745,0.3673701797558255
0,0.9997033665880433,0.0002966334119567488
0,0.9725173164348998,0.027482683565100224
0,0.9275075410560173,0.07249245894398273
0,0.9376847334239983,0.062315266576001734
0,0.9808497550467973,0.019150244953202677
0,0.9931093836425843,0.006890616357415755
0,0.9893317712855088,0.010668228714491294
0,0.9778052683235396,0.022194731676460383
0,0.9997168734863576,0.00028312651364232553
0,0.9988237188539179,0.0011762811460821324
0,0.9994843751546021,0.0005156248453978938
0,0.9968330778158883,0.003166922184111793
0,0.9992603874678619,0.0007396125321380318
0,0.9995965193273032,0.000403480672696782
